Tier,Income,Term,Loan Purpose,FICO,Member,Affiliate Channel,Grid Assigned,Loan Amount,Rate Selected,WAC,Approved,Declined,Conversion Rate,Converted,Doc Upload,DS to Signed (days)
5,59200,7,DebtConsolidation,693,Member,Affiliate,AI,40404,0.05155,0.05155,1,0,0.500,1,0,9
10,50837,6,Medical,624,Member,NonAffiliate,AA,21001,0.05955,0.05955,0,1,0.000,0,0,
1,78806,6,Medical,805,NonMember,NonAffiliate,AB,50797,0.03603,0.03603,1,0,0.450,1,1,7
3,77332,3,Auto,788,Member,NonAffiliate,AI,35612,0.03751,0.03751,1,0,0.550,0,1,
3,63599,3,MajorPurchase,730,NonMember,Affiliate,AG,30013,0.04149,0.04149,1,0,0.400,0,1,
3,80636,6,Auto,769,Member,NonAffiliate,AH,49856,0.04241,0.04241,1,0,0.550,0,1,
8,42954,4,Medical,615,NonMember,NonAffiliate,AD,8836,0.05963,0.05963,0,1,0.000,0,0,
8,34046,4,MajorPurchase,622,Member,Affiliate,AA,26558,0.05365,0.05365,1,0,0.500,1,1,9
8,42701,4,DebtConsolidation,603,Member,NonAffiliate,AG,15131,0.05887,0.05887,0,1,0.000,0,0,
5,54926,4,HomeImprovement,707,Member,NonAffiliate,AI,41594,0.04769,0.04769,1,0,0.550,1,0,2
9,35280,4,Auto,618,Member,NonAffiliate,AD,25374,0.05951,0.05951,1,0,0.550,1,1,7
6,52589,6,DebtConsolidation,640,NonMember,NonAffiliate,AB,26249,0.05529,0.05529,1,0,0.450,1,0,8
3,69580,5,HomeImprovement,745,NonMember,NonAffiliate,AE,42387,0.04137,0.04137,1,0,0.450,0,0,
6,52451,2,MajorPurchase,709,NonMember,NonAffiliate,AC,23769,0.04581,0.04581,1,0,0.450,0,0,
10,50025,2,MajorPurchase,638,NonMember,NonAffiliate,AI,13456,0.05851,0.05851,1,0,0.450,0,1,
2,83905,6,Medical,826,Member,NonAffiliate,AI,43398,0.03653,0.03653,1,0,0.550,1,1,5
4,84576,2,DebtConsolidation,788,Member,NonAffiliate,AD,44058,0.03615,0.03615,1,0,0.550,0,1,
2,82483,6,DebtConsolidation,777,Member,NonAffiliate,AC,28779,0.04033,0.04033,1,0,0.550,0,0,
5,68136,3,Auto,718,NonMember,Affiliate,AF,24881,0.04481,0.04481,1,0,0.400,0,1,
4,73751,3,Medical,793,NonMember,NonAffiliate,AB,48413,0.03725,0.03725,1,0,0.450,0,0,
2,96035,3,HomeImprovement,840,NonMember,Affiliate,AF,35732,0.03200,0.03200,1,0,0.400,1,0,7
8,57099,5,Medical,659,NonMember,NonAffiliate,AE,28729,0.05529,0.05529,1,0,0.450,0,1,
2,82303,5,HomeImprovement,808,Member,NonAffiliate,AB,51619,0.03483,0.03483,0,1,0.000,0,0,
6,60358,6,MajorPurchase,716,NonMember,Affiliate,AE,22447,0.04771,0.04771,1,0,0.400,1,1,3
9,44518,7,MajorPurchase,635,NonMember,NonAffiliate,AB,21548,0.06125,0.06125,1,0,0.450,1,1,5
3,64632,6,Auto,725,NonMember,NonAffiliate,AG,42266,0.04653,0.04653,0,1,0.000,0,0,
8,53307,7,Medical,662,NonMember,Affiliate,AC,16560,0.05589,0.05589,1,0,0.400,1,1,10
9,32586,3,Medical,608,Member,NonAffiliate,AB,20908,0.05721,0.05721,1,0,0.550,0,0,
9,30950,4,Auto,617,NonMember,NonAffiliate,AI,29884,0.06161,0.06161,0,1,0.000,0,0,
3,74747,3,DebtConsolidation,776,Member,Affiliate,AE,37917,0.03477,0.03477,1,0,0.500,0,0,
3,80494,4,HomeImprovement,754,Member,NonAffiliate,AC,37309,0.04063,0.04063,1,0,0.550,0,1,
2,75701,7,DebtConsolidation,773,NonMember,Affiliate,AA,38936,0.03987,0.03987,1,0,0.400,1,1,5
1,94304,3,Auto,832,NonMember,NonAffiliate,AD,37460,0.03200,0.03200,1,0,0.450,0,1,
4,53896,5,Medical,704,Member,NonAffiliate,AB,40300,0.04569,0.04569,1,0,0.550,0,0,
1,95660,7,HomeImprovement,847,Member,NonAffiliate,AG,45960,0.03457,0.03457,1,0,0.550,1,1,6
4,70951,4,MajorPurchase,762,Member,Affiliate,AH,26034,0.03963,0.03963,1,0,0.500,1,0,7
8,49135,2,Medical,651,Member,NonAffiliate,AE,35958,0.05063,0.05063,1,0,0.550,0,1,
2,65608,4,Medical,775,Member,NonAffiliate,AH,30026,0.03907,0.03907,0,1,0.000,0,0,
2,73670,5,MajorPurchase,802,NonMember,Affiliate,AE,50306,0.03353,0.03353,1,0,0.400,0,1,
5,60115,2,Medical,706,Member,NonAffiliate,AI,36854,0.04535,0.04535,1,0,0.550,0,1,
8,45731,2,Auto,674,Member,Affiliate,AB,20321,0.04823,0.04823,0,1,0.000,0,0,
2,68456,4,DebtConsolidation,779,Member,NonAffiliate,AD,29667,0.03843,0.03843,1,0,0.550,0,1,
7,42998,3,MajorPurchase,666,NonMember,Affiliate,AD,21617,0.05053,0.05053,0,1,0.000,0,0,
4,84788,4,MajorPurchase,794,Member,NonAffiliate,AF,44406,0.03835,0.03835,1,0,0.550,0,1,
1,92322,6,DebtConsolidation,809,NonMember,NonAffiliate,AC,32111,0.03675,0.03675,1,0,0.450,0,0,
5,63749,4,HomeImprovement,680,Member,Affiliate,AH,23354,0.04767,0.04767,0,1,0.000,0,0,
4,51228,4,Auto,690,NonMember,Affiliate,AG,37170,0.04721,0.04721,0,1,0.000,0,0,
4,62286,6,Auto,702,NonMember,Affiliate,AA,28571,0.04601,0.04601,0,1,0.000,0,0,
8,52916,3,HomeImprovement,666,Member,NonAffiliate,AE,34519,0.05007,0.05007,1,0,0.550,0,1,
6,57276,5,HomeImprovement,675,Member,NonAffiliate,AA,16773,0.05089,0.05089,1,0,0.550,0,0,
1,81660,2,HomeImprovement,831,Member,NonAffiliate,AA,34701,0.03200,0.03200,1,0,0.550,1,1,10
2,69991,2,HomeImprovement,786,Member,NonAffiliate,AI,48135,0.03525,0.03525,1,0,0.550,0,1,
1,97836,2,DebtConsolidation,846,Member,NonAffiliate,AA,57053,0.03200,0.03200,1,0,0.550,1,1,4
2,98671,3,MajorPurchase,845,Member,NonAffiliate,AA,51963,0.03200,0.03200,1,0,0.550,1,0,8
5,76744,2,Medical,758,Member,NonAffiliate,AD,26646,0.04079,0.04079,1,0,0.550,1,1,4
2,82376,4,MajorPurchase,811,Member,NonAffiliate,AD,50448,0.03473,0.03473,1,0,0.550,0,1,
3,71568,4,Medical,781,NonMember,NonAffiliate,AG,48706,0.03885,0.03885,1,0,0.450,1,1,8
5,63927,6,MajorPurchase,737,NonMember,Affiliate,AI,44497,0.04783,0.04783,1,0,0.400,1,1,9
5,65210,7,MajorPurchase,733,Member,Affiliate,AA,30845,0.04539,0.04539,0,1,0.000,0,0,
5,52969,4,HomeImprovement,690,NonMember,Affiliate,AE,30450,0.04601,0.04601,1,0,0.400,0,1,
3,82075,4,DebtConsolidation,762,Member,NonAffiliate,AG,48499,0.03961,0.03961,1,0,0.550,1,1,5
4,78301,5,MajorPurchase,781,Member,Affiliate,AB,29137,0.03727,0.03727,1,0,0.500,1,1,3
8,49473,3,Auto,646,NonMember,NonAffiliate,AD,23051,0.05479,0.05479,1,0,0.450,0,0,
6,56027,4,MajorPurchase,700,Member,NonAffiliate,AA,26890,0.04611,0.04611,1,0,0.550,1,0,7
1,86428,4,MajorPurchase,822,Member,Affiliate,AA,45834,0.03200,0.03200,0,1,0.000,0,0,
8,44249,5,MajorPurchase,673,NonMember,NonAffiliate,AE,30371,0.05347,0.05347,0,1,0.000,0,0,
5,56968,6,MajorPurchase,731,Member,Affiliate,AG,36058,0.04609,0.04609,1,0,0.500,1,1,8
9,32811,5,Auto,610,NonMember,NonAffiliate,AE,13737,0.05987,0.05987,1,0,0.450,0,0,
8,56592,3,Medical,662,NonMember,NonAffiliate,AE,27280,0.05113,0.05113,1,0,0.450,1,0,5
8,29472,7,Medical,604,Member,NonAffiliate,AD,16961,0.06217,0.06217,0,1,0.000,0,0,
7,57685,7,DebtConsolidation,662,NonMember,NonAffiliate,AC,24464,0.05633,0.05633,0,1,0.000,0,0,
4,56975,4,HomeImprovement,693,Member,NonAffiliate,AI,20033,0.04857,0.04857,1,0,0.550,1,1,8
8,41047,4,HomeImprovement,652,NonMember,NonAffiliate,AC,21507,0.05549,0.05549,0,1,0.000,0,0,
4,49399,6,MajorPurchase,683,Member,NonAffiliate,AE,19343,0.04803,0.04803,0,1,0.000,0,0,
4,78598,6,MajorPurchase,765,Member,Affiliate,AG,32678,0.04157,0.04157,1,0,0.500,0,1,
4,72173,6,Medical,776,Member,Affiliate,AC,34685,0.04077,0.04077,1,0,0.500,1,1,8
8,58392,5,Auto,654,NonMember,Affiliate,AA,35025,0.05403,0.05403,1,0,0.400,1,1,7
5,64841,3,DebtConsolidation,756,Member,Affiliate,AE,29952,0.03859,0.03859,1,0,0.500,0,1,
5,68817,2,Auto,740,NonMember,NonAffiliate,AI,36355,0.04283,0.04283,1,0,0.450,1,1,6
2,83392,3,Medical,781,Member,Affiliate,AG,38837,0.03421,0.03421,1,0,0.500,1,1,1
4,65039,7,DebtConsolidation,684,NonMember,NonAffiliate,AA,33113,0.05041,0.05041,1,0,0.450,1,1,10
5,75013,5,Medical,733,Member,NonAffiliate,AC,28097,0.04565,0.04565,0,1,0.000,0,0,
8,61896,5,DebtConsolidation,672,Member,Affiliate,AC,33219,0.05237,0.05237,0,1,0.000,0,0,
3,86589,7,DebtConsolidation,785,Member,Affiliate,AE,51122,0.03769,0.03769,1,0,0.500,1,0,4
3,60536,3,Auto,724,Member,Affiliate,AD,43158,0.04013,0.04013,0,1,0.000,0,0,
5,57772,4,Medical,692,Member,NonAffiliate,AD,40874,0.04835,0.04835,1,0,0.550,0,1,
10,46537,3,Auto,611,NonMember,NonAffiliate,AA,16755,0.05877,0.05877,0,1,0.000,0,0,
9,38819,4,MajorPurchase,611,Member,Affiliate,AD,24791,0.05801,0.05801,1,0,0.500,1,0,8
10,49872,4,HomeImprovement,629,NonMember,Affiliate,AE,13502,0.05641,0.05641,0,1,0.000,0,0,
6,47268,5,MajorPurchase,648,NonMember,NonAffiliate,AB,30495,0.05403,0.05403,0,1,0.000,0,0,
5,66997,6,MajorPurchase,747,NonMember,Affiliate,AD,27215,0.04509,0.04509,0,1,0.000,0,0,
8,37802,4,Auto,642,Member,Affiliate,AD,17065,0.05355,0.05355,1,0,0.500,1,1,2
8,43471,2,Medical,666,Member,Affiliate,AB,34107,0.04817,0.04817,1,0,0.500,0,0,
7,58319,3,Auto,677,NonMember,Affiliate,AH,15481,0.05129,0.05129,0,1,0.000,0,0,
7,56094,4,Auto,644,Member,Affiliate,AI,23846,0.05359,0.05359,1,0,0.500,0,1,
3,71374,4,Auto,741,Member,NonAffiliate,AG,35440,0.04143,0.04143,0,1,0.000,0,0,
8,41480,3,MajorPurchase,623,Member,NonAffiliate,AF,14168,0.05541,0.05541,1,0,0.550,1,1,4
1,95428,6,DebtConsolidation,825,Member,Affiliate,AA,56485,0.03200,0.03200,1,0,0.500,0,0,
9,34566,3,HomeImprovement,629,Member,Affiliate,AI,18287,0.05621,0.05621,0,1,0.000,0,0,
2,80491,3,MajorPurchase,822,NonMember,Affiliate,AC,52650,0.03200,0.03200,1,0,0.400,0,1,
7,47627,7,DebtConsolidation,657,NonMember,NonAffiliate,AG,36160,0.05883,0.05883,0,1,0.000,0,0,
4,85589,6,MajorPurchase,794,Member,Affiliate,AI,32756,0.04061,0.04061,1,0,0.500,0,1,
2,78627,2,Medical,823,Member,Affiliate,AG,32800,0.03200,0.03200,1,0,0.500,0,0,
7,47201,7,Medical,640,Member,Affiliate,AH,31299,0.05673,0.05673,0,1,0.000,0,0,
6,53361,5,Medical,665,Member,NonAffiliate,AE,32252,0.05047,0.05047,0,1,0.000,0,0,
2,83374,5,DebtConsolidation,804,Member,NonAffiliate,AI,50758,0.03703,0.03703,0,1,0.000,0,0,
10,41161,4,Medical,624,NonMember,Affiliate,AF,9592,0.05817,0.05817,0,1,0.000,0,0,
6,60461,5,HomeImprovement,706,NonMember,NonAffiliate,AC,20145,0.04941,0.04941,0,1,0.000,0,0,
4,83118,4,MajorPurchase,773,NonMember,NonAffiliate,AD,45580,0.04131,0.04131,0,1,0.000,0,0,
2,85065,4,HomeImprovement,824,Member,NonAffiliate,AB,35905,0.03200,0.03200,1,0,0.550,1,0,5
5,53479,5,DebtConsolidation,701,Member,NonAffiliate,AA,26701,0.04631,0.04631,1,0,0.550,1,0,5
4,71179,5,MajorPurchase,719,Member,NonAffiliate,AF,21446,0.04671,0.04671,0,1,0.000,0,0,
3,88738,3,DebtConsolidation,794,Member,NonAffiliate,AI,46097,0.03745,0.03745,1,0,0.550,1,1,6
7,42205,6,MajorPurchase,666,NonMember,Affiliate,AC,33625,0.05357,0.05357,0,1,0.000,0,0,
8,42496,3,DebtConsolidation,663,Member,NonAffiliate,AF,14978,0.05189,0.05189,1,0,0.550,1,1,4
5,58096,6,DebtConsolidation,688,Member,NonAffiliate,AI,28507,0.05197,0.05197,0,1,0.000,0,0,
5,54367,7,MajorPurchase,687,NonMember,Affiliate,AG,39630,0.05181,0.05181,0,1,0.000,0,0,
1,88535,5,HomeImprovement,838,Member,Affiliate,AI,54305,0.03277,0.03277,1,0,0.500,1,1,2
2,100465,7,MajorPurchase,847,Member,Affiliate,AD,39944,0.03383,0.03383,1,0,0.500,0,1,
3,78496,7,MajorPurchase,790,Member,NonAffiliate,AB,48449,0.04005,0.04005,0,1,0.000,0,0,
6,67378,3,Auto,699,NonMember,NonAffiliate,AA,32346,0.04761,0.04761,0,1,0.000,0,0,
4,63161,6,Medical,682,NonMember,NonAffiliate,AH,17920,0.05163,0.05163,0,1,0.000,0,0,
2,82790,3,HomeImprovement,838,Member,NonAffiliate,AG,53928,0.03207,0.03207,1,0,0.550,1,1,2
4,69998,3,Auto,732,NonMember,Affiliate,AG,44120,0.04243,0.04243,0,1,0.000,0,0,
6,55390,2,MajorPurchase,670,NonMember,Affiliate,AF,36233,0.04807,0.04807,0,1,0.000,0,0,
2,86711,6,MajorPurchase,832,NonMember,NonAffiliate,AE,48357,0.03453,0.03453,1,0,0.450,1,0,9
6,59930,4,Medical,679,NonMember,Affiliate,AB,18804,0.04969,0.04969,1,0,0.400,0,0,
5,65032,5,Medical,713,Member,NonAffiliate,AB,27542,0.04681,0.04681,1,0,0.550,1,1,2
10,46679,5,Medical,621,NonMember,NonAffiliate,AD,28698,0.06095,0.06095,1,0,0.450,1,1,3
6,47820,3,Auto,669,Member,Affiliate,AB,25573,0.04743,0.04743,1,0,0.500,0,1,
3,78072,7,Medical,789,Member,NonAffiliate,AE,35999,0.03931,0.03931,1,0,0.550,1,0,8
3,66538,7,Medical,773,Member,Affiliate,AH,37730,0.04217,0.04217,1,0,0.500,0,0,
2,97719,4,Medical,841,Member,NonAffiliate,AB,55487,0.03200,0.03200,1,0,0.550,1,0,9
1,93495,6,Medical,847,NonMember,NonAffiliate,AB,45663,0.03297,0.03297,1,0,0.450,0,1,
6,55424,3,Auto,665,Member,Affiliate,AD,17027,0.04859,0.04859,1,0,0.500,1,1,6
3,58090,6,Medical,733,Member,NonAffiliate,AC,23410,0.04485,0.04485,0,1,0.000,0,0,
4,73523,4,HomeImprovement,745,Member,NonAffiliate,AB,38458,0.04103,0.04103,1,0,0.550,0,1,
4,63585,2,Medical,743,Member,Affiliate,AD,46535,0.03817,0.03817,0,1,0.000,0,0,
4,77098,3,Auto,788,NonMember,NonAffiliate,AC,31422,0.03791,0.03791,1,0,0.450,0,1,
5,54905,4,Auto,723,NonMember,NonAffiliate,AC,31907,0.04539,0.04539,1,0,0.450,0,1,
7,50964,2,DebtConsolidation,676,NonMember,NonAffiliate,AB,26612,0.04973,0.04973,0,1,0.000,0,0,
8,30519,5,HomeImprovement,610,NonMember,Affiliate,AA,26840,0.05761,0.05761,1,0,0.400,1,1,10
5,74320,4,Auto,725,Member,NonAffiliate,AI,23833,0.04605,0.04605,1,0,0.550,0,1,
4,87876,3,Auto,794,NonMember,NonAffiliate,AH,37752,0.03911,0.03911,1,0,0.450,1,0,7
10,37241,7,Medical,632,Member,Affiliate,AF,16425,0.06071,0.06071,1,0,0.500,0,1,
4,54490,6,DebtConsolidation,722,Member,NonAffiliate,AC,30944,0.04579,0.04579,0,1,0.000,0,0,
2,83253,4,MajorPurchase,818,NonMember,NonAffiliate,AG,37706,0.03615,0.03615,1,0,0.450,0,1,
8,58962,6,MajorPurchase,677,NonMember,Affiliate,AG,37175,0.05537,0.05537,0,1,0.000,0,0,
1,87101,3,Auto,808,NonMember,Affiliate,AI,32997,0.03325,0.03325,1,0,0.400,1,1,2
2,86264,4,Auto,844,NonMember,NonAffiliate,AB,56255,0.03200,0.03200,1,0,0.450,1,1,2
7,53667,3,DebtConsolidation,656,NonMember,NonAffiliate,AC,15644,0.05335,0.05335,1,0,0.450,1,0,9
6,70354,3,MajorPurchase,712,NonMember,Affiliate,AH,20739,0.04671,0.04671,0,1,0.000,0,0,
8,42578,2,Auto,607,Member,Affiliate,AF,30660,0.05435,0.05435,0,1,0.000,0,0,
6,56601,4,HomeImprovement,668,Member,NonAffiliate,AF,14703,0.05109,0.05109,1,0,0.550,0,1,
6,60462,5,Medical,677,Member,NonAffiliate,AA,19601,0.05089,0.05089,1,0,0.550,1,1,7
4,48441,5,HomeImprovement,690,Member,NonAffiliate,AH,39796,0.04931,0.04931,1,0,0.550,0,1,
4,83532,6,DebtConsolidation,792,Member,Affiliate,AF,50154,0.03919,0.03919,0,1,0.000,0,0,
8,44286,7,Auto,668,Member,NonAffiliate,AB,26044,0.05573,0.05573,1,0,0.550,1,1,2
10,29718,3,HomeImprovement,602,Member,Affiliate,AC,19316,0.05737,0.05737,1,0,0.500,1,1,1
4,69119,2,Medical,762,Member,Affiliate,AD,34347,0.03647,0.03647,1,0,0.500,0,1,
5,62083,3,DebtConsolidation,716,NonMember,NonAffiliate,AI,23186,0.04761,0.04761,0,1,0.000,0,0,
2,65876,2,MajorPurchase,767,NonMember,NonAffiliate,AB,46786,0.03581,0.03581,1,0,0.450,0,1,
7,56000,5,Medical,668,NonMember,NonAffiliate,AE,18377,0.05259,0.05259,1,0,0.450,0,1,
5,73991,7,HomeImprovement,740,Member,NonAffiliate,AE,31606,0.04483,0.04483,1,0,0.550,1,1,3
5,63124,4,DebtConsolidation,714,NonMember,Affiliate,AE,37964,0.04425,0.04425,1,0,0.400,0,1,
1,81492,2,HomeImprovement,808,Member,NonAffiliate,AG,42374,0.03200,0.03200,1,0,0.550,0,1,
1,76690,2,MajorPurchase,808,Member,NonAffiliate,AA,32583,0.03200,0.03200,1,0,0.550,1,1,4
4,80454,6,MajorPurchase,787,Member,NonAffiliate,AH,42323,0.04165,0.04165,0,1,0.000,0,0,
2,94028,2,HomeImprovement,828,Member,NonAffiliate,AG,44354,0.03200,0.03200,1,0,0.550,0,0,
4,85419,6,HomeImprovement,789,NonMember,Affiliate,AF,52639,0.04019,0.04019,1,0,0.400,1,0,8
2,98475,5,DebtConsolidation,850,Member,NonAffiliate,AA,50550,0.03200,0.03200,1,0,0.550,0,1,
4,58505,4,Auto,688,Member,NonAffiliate,AI,35576,0.04851,0.04851,1,0,0.550,1,1,6
4,86478,6,DebtConsolidation,785,Member,NonAffiliate,AF,29501,0.04087,0.04087,1,0,0.550,0,1,
4,66741,2,Auto,739,NonMember,NonAffiliate,AI,39002,0.04359,0.04359,1,0,0.450,0,1,
1,87225,2,Auto,814,Member,NonAffiliate,AD,45166,0.03200,0.03200,1,0,0.550,0,1,
10,44251,4,Auto,605,NonMember,NonAffiliate,AF,14225,0.06137,0.06137,0,1,0.000,0,0,
4,57401,6,HomeImprovement,734,Member,Affiliate,AI,25240,0.04595,0.04595,0,1,0.000,0,0,
5,55802,2,MajorPurchase,690,Member,NonAffiliate,AG,33419,0.04631,0.04631,0,1,0.000,0,0,
8,48610,4,Auto,637,NonMember,NonAffiliate,AB,26196,0.05665,0.05665,0,1,0.000,0,0,
4,73351,3,DebtConsolidation,778,Member,Affiliate,AB,46765,0.03651,0.03651,1,0,0.500,1,1,10
3,70244,4,Auto,760,Member,NonAffiliate,AD,31211,0.03937,0.03937,1,0,0.550,0,1,
4,57130,5,DebtConsolidation,717,Member,NonAffiliate,AC,40170,0.04629,0.04629,0,1,0.000,0,0,
10,46535,6,Auto,623,Member,NonAffiliate,AE,21337,0.05925,0.05925,1,0,0.550,0,1,
3,77644,3,MajorPurchase,761,Member,NonAffiliate,AI,28966,0.03933,0.03933,1,0,0.550,0,1,
4,64941,4,Auto,767,NonMember,NonAffiliate,AH,49419,0.04201,0.04201,1,0,0.450,1,0,9
2,86097,4,MajorPurchase,837,Member,Affiliate,AF,51121,0.03200,0.03200,1,0,0.500,1,1,1
6,54651,2,Auto,699,Member,NonAffiliate,AF,33203,0.04681,0.04681,1,0,0.550,0,1,
5,67483,2,MajorPurchase,733,NonMember,Affiliate,AD,41348,0.04193,0.04193,1,0,0.400,0,0,
2,86135,3,HomeImprovement,843,NonMember,NonAffiliate,AA,36861,0.03200,0.03200,1,0,0.450,1,1,9
2,71423,5,HomeImprovement,781,NonMember,Affiliate,AI,47714,0.03835,0.03835,1,0,0.400,1,1,9
5,60506,3,Auto,728,Member,NonAffiliate,AH,26856,0.04445,0.04445,0,1,0.000,0,0,
1,78458,2,Medical,816,Member,NonAffiliate,AB,41290,0.03200,0.03200,0,1,0.000,0,0,
9,40551,4,HomeImprovement,624,Member,NonAffiliate,AD,13903,0.05781,0.05781,0,1,0.000,0,0,
4,69844,3,Auto,733,NonMember,NonAffiliate,AC,35740,0.04319,0.04319,1,0,0.450,0,1,
3,70298,6,DebtConsolidation,741,NonMember,NonAffiliate,AF,38765,0.04433,0.04433,1,0,0.450,0,1,
2,83025,4,Auto,824,Member,NonAffiliate,AI,48463,0.03413,0.03413,1,0,0.550,0,1,
4,67120,5,MajorPurchase,712,NonMember,NonAffiliate,AA,35864,0.04625,0.04625,1,0,0.450,0,1,
1,94088,3,Auto,841,Member,NonAffiliate,AA,50206,0.03200,0.03200,1,0,0.550,1,1,10
5,58094,5,DebtConsolidation,715,NonMember,Affiliate,AH,21400,0.04811,0.04811,1,0,0.400,0,1,
1,92544,3,Auto,849,NonMember,NonAffiliate,AH,55269,0.03200,0.03200,1,0,0.450,1,1,1
3,71785,5,DebtConsolidation,773,Member,Affiliate,AG,41829,0.03931,0.03931,1,0,0.500,0,1,
6,46906,3,Medical,674,NonMember,NonAffiliate,AH,30336,0.05167,0.05167,0,1,0.000,0,0,
4,58541,6,Auto,720,NonMember,Affiliate,AD,33104,0.04579,0.04579,0,1,0.000,0,0,
9,30993,3,HomeImprovement,603,Member,NonAffiliate,AB,22721,0.05721,0.05721,1,0,0.550,0,1,
3,54864,2,MajorPurchase,724,Member,NonAffiliate,AA,43411,0.03883,0.03883,1,0,0.550,0,1,
6,50799,5,MajorPurchase,671,Member,NonAffiliate,AC,23756,0.05193,0.05193,0,1,0.000,0,0,
2,83001,4,HomeImprovement,836,Member,NonAffiliate,AE,38016,0.03200,0.03200,1,0,0.550,1,1,4
1,87614,5,MajorPurchase,842,Member,NonAffiliate,AF,50029,0.03200,0.03200,1,0,0.550,0,0,
4,67242,3,Auto,741,Member,NonAffiliate,AG,45503,0.04117,0.04117,1,0,0.550,1,1,2
6,44181,6,MajorPurchase,673,NonMember,Affiliate,AG,35763,0.05337,0.05337,0,1,0.000,0,0,
6,48472,5,DebtConsolidation,683,Member,NonAffiliate,AB,32809,0.04951,0.04951,0,1,0.000,0,0,
6,53109,4,DebtConsolidation,672,NonMember,Affiliate,AG,30961,0.05097,0.05097,1,0,0.400,1,0,4
4,77977,6,HomeImprovement,746,NonMember,Affiliate,AG,28344,0.04439,0.04439,1,0,0.400,0,1,
9,42804,6,HomeImprovement,625,NonMember,Affiliate,AE,29877,0.05775,0.05775,0,1,0.000,0,0,
8,38555,6,MajorPurchase,601,NonMember,NonAffiliate,AG,13844,0.06227,0.06227,0,1,0.000,0,0,
4,81520,6,DebtConsolidation,795,Member,NonAffiliate,AC,52544,0.04039,0.04039,1,0,0.550,1,1,2
8,59876,4,Auto,675,NonMember,Affiliate,AC,22295,0.05223,0.05223,1,0,0.400,1,1,1
6,70843,3,MajorPurchase,718,NonMember,Affiliate,AC,29994,0.04551,0.04551,1,0,0.400,1,0,6
2,93426,4,Auto,841,NonMember,Affiliate,AB,45736,0.03200,0.03200,1,0,0.400,0,0,
8,41501,7,DebtConsolidation,612,Member,NonAffiliate,AI,27074,0.06321,0.06321,0,1,0.000,0,0,
3,72168,3,HomeImprovement,791,Member,NonAffiliate,AH,37508,0.03711,0.03711,1,0,0.550,1,1,10
3,64069,6,HomeImprovement,751,Member,NonAffiliate,AI,34683,0.04463,0.04463,1,0,0.550,1,1,10
4,78213,3,MajorPurchase,764,NonMember,Affiliate,AG,40593,0.03891,0.03891,0,1,0.000,0,0,
4,84034,3,Medical,777,NonMember,NonAffiliate,AF,43335,0.03991,0.03991,1,0,0.450,0,1,
2,72276,7,Medical,777,Member,NonAffiliate,AF,49969,0.04171,0.04171,0,1,0.000,0,0,
4,62323,6,Medical,723,Member,NonAffiliate,AH,20975,0.04705,0.04705,0,1,0.000,0,0,
7,50067,4,DebtConsolidation,645,Member,NonAffiliate,AC,25430,0.05349,0.05349,1,0,0.550,1,0,2
4,74529,2,DebtConsolidation,789,NonMember,NonAffiliate,AD,51554,0.03709,0.03709,1,0,0.450,0,1,
2,90539,4,HomeImprovement,800,NonMember,NonAffiliate,AH,48322,0.03649,0.03649,1,0,0.450,0,1,
7,54142,7,Medical,645,Member,NonAffiliate,AD,26563,0.05759,0.05759,0,1,0.000,0,0,
8,52120,3,Medical,651,Member,NonAffiliate,AD,15628,0.05385,0.05385,1,0,0.550,1,1,6
6,41565,2,DebtConsolidation,653,NonMember,Affiliate,AE,18426,0.04825,0.04825,0,1,0.000,0,0,
4,68225,2,MajorPurchase,776,NonMember,Affiliate,AG,31583,0.03777,0.03777,1,0,0.400,0,1,
1,84237,7,Auto,846,Member,Affiliate,AG,56449,0.03301,0.03301,1,0,0.500,1,0,6
1,95535,2,DebtConsolidation,821,Member,NonAffiliate,AA,43056,0.03200,0.03200,1,0,0.550,0,0,
8,41761,4,Auto,622,Member,NonAffiliate,AF,32409,0.05649,0.05649,1,0,0.550,0,1,
2,71234,7,Auto,774,Member,NonAffiliate,AH,33273,0.04267,0.04267,1,0,0.550,1,1,10
4,83409,7,Auto,783,NonMember,NonAffiliate,AI,47631,0.04425,0.04425,1,0,0.450,1,1,5
3,67562,6,MajorPurchase,737,NonMember,Affiliate,AF,40987,0.04453,0.04453,1,0,0.400,1,0,4
4,64179,5,DebtConsolidation,719,NonMember,NonAffiliate,AG,26337,0.04821,0.04821,0,1,0.000,0,0,
2,73141,5,Auto,781,NonMember,NonAffiliate,AC,37808,0.03831,0.03831,1,0,0.450,0,0,
4,78707,3,Medical,782,NonMember,Affiliate,AB,49030,0.03575,0.03575,0,1,0.000,0,0,
9,31814,5,MajorPurchase,611,Member,NonAffiliate,AC,22072,0.06021,0.06021,1,0,0.550,1,0,8
5,67435,3,Medical,715,Member,NonAffiliate,AB,43055,0.04429,0.04429,1,0,0.550,1,1,1
6,51633,7,Medical,660,Member,NonAffiliate,AA,17916,0.05329,0.05329,1,0,0.550,0,1,
4,80592,5,DebtConsolidation,760,Member,Affiliate,AH,39253,0.04077,0.04077,1,0,0.500,1,1,8
6,60950,5,DebtConsolidation,710,NonMember,Affiliate,AG,29002,0.04871,0.04871,1,0,0.400,1,1,10
6,45539,5,Medical,652,NonMember,Affiliate,AA,31413,0.05203,0.05203,1,0,0.400,0,0,
